,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Issuance type,Flickr URL,Shelfmarks
580,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000245743,British Library HMNTS 9007.d.15.
581,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000246176,British Library HMNTS 12273.c.4.
582,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000246545,British Library HMNTS 10260.ff.2.
584,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000246641,British Library HMNTS 09506.i.39.
585,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000247776,British Library HMNTS 10352.bbb.29.
586,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000249060,British Library HMNTS 793.f.25.|British Library HMNTS 1298.c.13.
587,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000249323,British Library HMNTS 1424.h.1.|British Library OC ORW.1986.a.3077
589,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000250874,British Library HMNTS 11601.i.5.|British Library HMNTS 11601.i.6.
590,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000251355,British Library HMNTS 10409.e.11.
591,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000251438,British Library HMNTS 12625.bb.1.
593,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000252085,British Library HMNTS 10250.g.18.
594,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000252228,British Library HMNTS 644.g.18.
595,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000252232,British Library HMNTS 644.g.19.
596,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000252592,British Library HMNTS 10260.d.32.
598,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000253062,British Library HMNTS 9414.bbb.28.
599,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000253737,British Library HMNTS 10077.g.2.
602,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000253756,British Library HMNTS 717.m.19.(111.)|British Library HMNTS 10025.d.23.(6.)
603,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000253762,British Library HMNTS 10025.d.23.(2.)|British Library HMNTS 10076.d.14.
604,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000253772,British Library HMNTS 10095.d.17.
606,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000254657,"British Library HMNTS 1426.k.10,11."
607,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000255454,British Library HMNTS 10390.d.3.|British Library HMNTS G.4585.
608,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000258573,British Library HMNTS 1447.f.17.
609,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000259210,British Library HMNTS 010096.m.9.
610,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000259340,British Library HMNTS 12271.bb.8.
611,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000259557,British Library HMNTS 1304.k.19.
612,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000259933,British Library HMNTS 011651.k.28.
613,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000260554,British Library HMNTS 12624.aa.12.
